# Pathway	W10	W100	W105	W111	W113	W117	W12	W123	W128	W139	W149	W154	W157	W16	W164	W169	W173	W183	W189	W193	W196	W209	W21	W215	W226	W231	W234	W250	W26	W28	W32	W38	W4	W43	W48	W53	W64	W69	W74	W79	W85	W89	W91
ko03440|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7410666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7863666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0	0	0	3.1185333333	0	0	0	1.3715333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Dechloromonas.s__Dechloromonas_aromatica	6.5932000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5035000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0	0	0	0.1592000000	0	0	0	1.0027333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	1.0103000000	0.8134666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1195333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0.0904333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5408000000	0	0	0	0	0	0	0	0
ko03440|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.1882666667	0	0	0	0	0	7.5348333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0.0357000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0770000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7076333333	0	0	0	0	0	0	0	0	0	0	0	1.1228000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Eudoraea.s__Eudoraea_adriatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769333333	0.0769333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3378333333	0	0	0	0
ko03440|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0.4440333333	0	1.6212000000	0	3.8848000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4000000000	0	0	0	0.1816666667	0	0	0	0	0	7.5608000000	0	0	0	0
ko03440|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2635333333	5.6198666667	0	0	0	0
ko03440|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9397000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	23.1805666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Geobacter.s__Geobacter_lovleyi	3.4315000000	0	0.3231666667	0	0	0	1.8170666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Geobacter.s__Geobacter_metallireducens	1.4804333333	0	0	0	0	0	1.6373000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9316666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	10.9100333333	0	14.9632666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Gillisia.s__Gillisia_limnaea	0	0.0385333333	0	0	0	2.1181000000	0	0	0.6550666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1915333333	0	0	0	0	0.7289666667	0	0	0	0	0	0	0	0
ko03440|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4303666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5018333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0.4687666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0290666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0466000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6838333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0	0	0	0	0	0	0	0.3744333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	3.8149666667	0	1.6381333333	0	0	0	0	0	0	2.2589000000	0	4.7437000000	0	0	0	0	0	0	0	0	0	0	2.3410666667	0	0	0	0	0	0	0	0	0	3.4548666667	0	0	2.1784000000	3.9166333333	0	4.3863333333
ko03440|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7077666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Methanosaeta.s__Methanosaeta_concilii	1.0669333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Methanosaeta.s__Methanosaeta_harundinacea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2259666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	1.5424666667	0	0	0	0	0	0	0	0	0	0	1.1904000000	0	0	0	0	0	0	0	0	1.2089000000	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Microcoleus.s__Microcoleus_vaginatus	0	0.5369000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5327666667	0	0	0	0
ko03440|g__Microcystis.s__Microcystis_aeruginosa	0.8164666667	0	0	0	0	0	2.6997666667	0	0	0	0	0	1.7918333333	4.5453666667	2.6177333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9634666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1509333333	0	0	0	0	0	0	0	0	0
ko03440|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0.7932333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1952000000	0	0	0	0	0	0
ko03440|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7588000000
ko03440|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0.7133000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4739666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Nocardioidaceae_noname.s__Nocardioidaceae_bacterium_Broad_1	0	0	0	0	0	0	1.5168333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Nostoc.s__Nostoc_punctiforme	0	0	1.0808666667	0	0	0	0	0	0	0	0	0	0	1.9032666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Oscillatoria.s__Oscillatoria_acuminata	0	4.4973333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4001666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0	0.7887000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5360333333	0	0	0	0
ko03440|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0.3025333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2686666667	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1851000000	0	0	0	0
ko03440|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.0080333333	10.0083333333	0	0	0	0	8.8182000000	0	0	0	0	0	0
ko03440|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	2.9465000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3864666667	0	0.8875666667	0	2.2458666667	0	0	0	0	0	0	0	3.7566333333	0	0	0	0
ko03440|g__Pseudomonas.s__Pseudomonas_putida	1.3544666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5252000000	0	0	0	0	0	0	0	0	0	0	0	0.4029333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Pseudomonas.s__Pseudomonas_stutzeri	0	1.8680000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5796333333	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2861000000	0	0	0	0	0
ko03440|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9046000000	0	3.1079666667	0	0	0	0	0
ko03440|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5855666667	0	3.1766666667	0	0	0	0	0
ko03440|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2091333333	0	0	0
ko03440|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0389000000	1.2392333333	0	0
ko03440|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1977666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1557333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2836333333	0	0.0940666667
ko03440|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	2.0801000000	0	6.3408333333	0	7.9843000000	0	3.8089666667	0	4.6388333333	3.0144666667	3.5387333333	0	2.4663000000	4.3816000000	4.5364000000	5.8666333333	17.5983000000	0	0	0	0	10.3432333333	5.7716333333	10.5573000000	11.9473666667	0	8.4209000000	0	0	0	7.2556333333	3.1459333333	0	4.3819333333	4.1411666667	0	5.9303000000	0	5.3562333333	4.8227000000	8.1109333333	6.7358333333	10.0357666667
ko03440|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3644333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Sorangium.s__Sorangium_cellulosum	0	0.7373666667	0.2219333333	0.1970000000	3.1564000000	0	0.3411000000	0	0.6935666667	0.5030333333	0.8800333333	0	0	0	0	0	0	0	0	0	0	0	0.6902666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5733666667	1.8779666667	1.3361333333	0	0
ko03440|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4160000000	6.3251333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Streptomyces.s__Streptomyces_chartreusis	0	0	4.2022666667	0	2.3371333333	0	2.2710666667	0	0	0	0	0	0	0	1.8402000000	0	0	0	0	0	0	0	2.8983666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9327000000	3.4212666667	0	0
ko03440|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0.9025666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5844666667	2.3376666667	0	0	0	0	0	0	0	0	0	0
ko03440|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2436333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8823333333	0.6479333333	3.3867666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Thalassiosira.s__Thalassiosira_pseudonana	0	0	0	0	0	0	0	0	0.1155333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Thauera.s__Thauera_aminoaromatica	7.1710666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Thauera.s__Thauera_phenylacetica	6.7035000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Thauera.s__Thauera_terpenica	0.5527666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|g__Thiobacillus.s__Thiobacillus_denitrificans	3.1530333333	29.3310333333	0	0	0	0.7629333333	0	0.6999000000	2.2825666667	0	0	0	2.6285666667	0	2.1755000000	1.8854666667	2.9192333333	1.8478666667	0.7296333333	0	0	2.8566000000	0	0	0	0	0	1.2189333333	0	11.1336333333	2.2148333333	0	11.5643666667	3.3475000000	13.1162000000	13.3573666667	0.7311333333	4.1581666667	1.1833333333	0	0	0	0
ko03440|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	5.3666333333	0	0	3.6692666667	7.4354666667	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9719333333	0	0	0	0	0	0	0	0	0	0	0	0
ko03440|unclassified	1302.3915666667	2532.7641333333	1262.9436666667	1034.3371000000	2491.0108333333	957.0948000000	1243.2051000000	1251.1171000000	1322.0222000000	995.4227666667	1192.6590000000	986.3431000000	1241.5606666667	1045.6256000000	1289.9536666667	1712.6938000000	1557.8531000000	1258.3203666667	1276.7405000000	933.8549333333	1172.3595666667	2740.4253333333	1049.0747333333	1103.3547666667	1096.7876666667	800.7644666667	900.2251000000	811.7419000000	993.9377000000	1326.0165333333	1572.4328000000	2364.3796333333	1100.0609666667	1098.4442000000	1511.2516333333	1110.6570333333	1530.8918666667	1433.8125000000	1763.5405666667	831.5519666667	1234.6625000000	789.0377333333	1005.0735000000
ko03450	204.2616000000	913.9538000000	507.2742000000	419.8299000000	959.8693000000	196.1863000000	485.0768000000	199.4275000000	488.9183000000	209.3884000000	652.0064000000	151.2358000000	196.6693000000	313.9704000000	367.3471000000	445.6142000000	568.4230000000	169.2740000000	106.9651000000	77.8484000000	130.9626000000	1076.1753000000	412.3426000000	567.1386000000	548.3517000000	373.8760000000	349.8320000000	288.6444000000	543.0148000000	356.9767000000	341.2739000000	677.6496000000	220.3491000000	444.9513000000	408.6820000000	124.2354000000	686.5186000000	122.0928000000	475.6326000000	463.1475000000	729.0836000000	398.5558000000	565.4093000000
ko03450|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2484000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3352000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2582000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Bacillus.s__Bacillus_megaterium	0	0	0	0	0.1460000000	0	0.4380000000	0	0	0	0	0	0	0.1460000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1460000000	0	0
ko03450|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8676000000
ko03450|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0.9577000000	0	0	0	0	0	0	2.5148000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9971000000	2.4208000000	0	4.4382000000
ko03450|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8804000000	0
ko03450|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0.1429000000	0	0	0	0	0	3.0558000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7805000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	0	1.0851000000	0	1.8500000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4625000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0.2625000000	0	0.1305000000	0	0	0	0	0	0	0	0	0.5329000000	0	0	0	0	0	0	0	0	0	0	0.2621000000	0	0	0	0	0	0	0	0	0	0.1305000000	0	0	0.5352000000	0.9407000000	0	1.7238000000
ko03450|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4427000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Methanosaeta.s__Methanosaeta_concilii	2.3732000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0.4968000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3040000000	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0171000000	0	0	0	0	0	0	0	0	0
ko03450|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2755000000	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Pseudomonas.s__Pseudomonas_putida	0.1486000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4265000000	0.9437000000	0	0
ko03450|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0.2220000000	0	0	0	0	0	0	0.2387000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3328000000	0.1179000000	0.3426000000
ko03450|g__Sorangium.s__Sorangium_cellulosum	0	0	0	0	0.6069000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1294000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03450|unclassified	201.7398000000	913.5408000000	506.0010000000	419.8299000000	957.0040000000	196.1863000000	483.5506000000	199.3123000000	485.8626000000	209.1664000000	651.5096000000	151.2358000000	196.6693000000	311.3096000000	366.2915000000	442.5381000000	567.7416000000	169.2740000000	106.3834000000	77.8484000000	130.8466000000	1076.1753000000	412.3426000000	567.1386000000	546.5712000000	373.8760000000	349.5698000000	288.6444000000	543.0148000000	356.9767000000	339.6944000000	677.6496000000	220.3073000000	443.9342000000	408.5539000000	124.2354000000	686.3880000000	122.0928000000	474.9240000000	461.1434000000	724.1640000000	397.5575000000	557.0372000000
ko04010	3.4212391304	2.0814891304	1.1175652174	0.7426086957	1.1052826087	1.2099782609	1.2424130435	0.9319891304	0.8261630435	0.9399130435	0.3820217391	1.2165108696	2.2899891304	3.9140978261	1.2920108696	2.5454673913	0.8918586957	0.9611304348	1.1488152174	1.8185217391	0.6463586957	1.7735978261	1.4276847826	0.7174130435	0.5851304348	0.9288913043	1.2257608696	1.5129565217	0.7349782609	0.4353152174	1.4694782609	1.4908913043	0.6128478261	0.4796847826	1.1028586957	0.5535217391	0.6898152174	1.3625326087	1.8352608696	1.1589673913	1.0248478261	0.7176413043	0.7143478261
